opportunity_id,opportunity_name,account_name,rep_name,industry,segment,stage,deal_size,days_in_stage,close_date,created_date,win_loss
220,Deal Delta,Mymm,Thomasina Lang,Retail,SMB,Closed Won,419233,5,1/16/2024,8/6/2024,Won
221,Deal Alpha,Thoughtstorm,Remy Baldi,Retail,Mid-Market,Proposal,397133,84,12/16/2025,6/9/2023,Open
222,Deal Gamma,Skipstorm,Hinze Frankiss,Professional Services,SMB,Qualification,146872,33,6/17/2025,11/2/2024,Open
223,Deal Alpha,Zoonoodle,Sammy Robardey,Technology,SMB,Qualification,153445,40,6/10/2025,2/20/2024,Open
224,Deal Delta,Skaboo,Ede Heckle,Professional Services,Enterprise,Proposal,155047,88,6/25/2025,7/1/2023,Open
225,Deal Gamma,Voonyx,Simeon Clampe,Professional Services,Enterprise,Demo,208399,79,7/17/2024,10/1/2024,Open
226,Deal Gamma,Zooxo,Giulia Inston,Professional Services,SMB,Qualification,438049,59,8/2/2024,12/5/2023,Open
227,Deal Alpha,Skinte,Arron Rudgard,Financial Services,Mid-Market,Prospecting,287211,82,6/13/2024,9/13/2023,Open
228,Deal Gamma,Eayo,Marian Gundry,Manufacturing,Enterprise,Qualification,131462,85,9/29/2025,10/17/2024,Open
229,Deal Gamma,Skippad,Francisco Perham,Manufacturing,Enterprise,Closed Won,240973,68,2/19/2024,3/16/2024,Won
230,Deal Delta,Aimbu,Tana Nystrom,Retail,Enterprise,Prospecting,289490,77,11/12/2024,1/25/2024,Open
231,Deal Gamma,Tagcat,Nicholle Sonley,Technology,Enterprise,Qualification,447231,27,4/29/2024,12/20/2023,Open
232,Deal Beta,Tekfly,Carma Vegas,Technology,Enterprise,Qualification,151067,68,10/13/2025,6/5/2023,Open
233,Deal Beta,Jabbersphere,Dori Liles,Manufacturing,Enterprise,Qualification,220191,30,2/15/2024,6/24/2023,Open
234,Deal Delta,Babbleblab,Sherry Elijahu,Technology,Mid-Market,Qualification,65390,83,3/12/2024,6/2/2024,Open
235,Deal Delta,Aivee,Marlane Adamowitz,Professional Services,Mid-Market,Closed Lost,187595,75,6/19/2025,8/29/2024,Lost
236,Deal Beta,Photobean,Auberon Rozea,Professional Services,Enterprise,Negotiation,163885,16,8/14/2025,7/25/2023,Open
237,Deal Delta,Devify,Willie Draayer,Financial Services,Enterprise,Closed Lost,303752,4,1/29/2024,12/14/2024,Lost
238,Deal Beta,Mybuzz,Annecorinne Danby,Financial Services,Enterprise,Demo,154668,63,3/16/2024,4/29/2024,Open
239,Deal Alpha,Skipstorm,Ariel Windebank,Financial Services,Enterprise,Prospecting,268887,37,11/11/2024,8/15/2024,Open
240,Deal Alpha,Fliptune,Grange Durrand,Financial Services,SMB,Qualification,429771,49,11/10/2025,8/13/2023,Open
241,Deal Beta,Twinte,Bear Skough,Manufacturing,Enterprise,Closed Won,6949,64,1/26/2024,3/28/2024,Won
242,Deal Beta,Katz,Vivian Routley,Manufacturing,SMB,Demo,330961,20,5/27/2025,7/30/2024,Open
243,Deal Beta,Fiveclub,Marylee Bengtsson,Manufacturing,SMB,Prospecting,60230,13,6/25/2024,8/28/2024,Open
244,Deal Alpha,Quatz,Kendrick Dumblton,Technology,Enterprise,Qualification,105612,7,11/4/2024,8/7/2023,Open
245,Deal Gamma,Voolith,Jillian Farrance,Healthcare,Enterprise,Prospecting,301119,40,12/10/2024,5/31/2024,Open
246,Deal Beta,Dazzlesphere,Bucky McMenemy,Financial Services,Mid-Market,Prospecting,416151,35,8/18/2024,9/15/2024,Open
247,Deal Alpha,Yodoo,Trixi Greger,Professional Services,Enterprise,Prospecting,30703,45,11/30/2024,6/14/2024,Open
248,Deal Delta,Skaboo,Angel Frary,Technology,Mid-Market,Negotiation,290881,14,1/8/2024,5/20/2024,Open
249,Deal Alpha,Pixoboo,Olympe Shane,Technology,Mid-Market,Qualification,164253,21,3/24/2024,9/8/2024,Open
250,Deal Alpha,Shufflester,Chance Champneys,Technology,Enterprise,Qualification,192334,50,9/30/2025,10/2/2024,Open
251,Deal Alpha,Zooxo,Aristotle Barstow,Professional Services,Mid-Market,Demo,364142,15,9/9/2025,1/31/2024,Open
252,Deal Beta,Fiveclub,Rey Bales,Manufacturing,SMB,Closed Lost,196287,21,12/21/2024,7/4/2024,Lost
253,Deal Alpha,Bluejam,Fancy Reckless,Retail,Mid-Market,Proposal,216207,59,3/30/2024,12/31/2023,Open
254,Deal Alpha,Bubblemix,Kareem Duns,Retail,Mid-Market,Proposal,349096,75,7/14/2025,12/5/2024,Open
255,Deal Gamma,Flipstorm,Latia Drust,Retail,Enterprise,Prospecting,434383,37,4/14/2025,6/3/2023,Open
256,Deal Gamma,Youfeed,Briney Riccio,Retail,SMB,Proposal,300333,50,11/28/2024,8/14/2024,Open
257,Deal Delta,Feedmix,Sonnie Guinan,Professional Services,Enterprise,Prospecting,67364,19,12/24/2025,9/16/2024,Open
258,Deal Delta,Skipfire,Peggie Danilevich,Healthcare,SMB,Proposal,59496,25,5/8/2024,6/2/2024,Open
259,Deal Alpha,Dynazzy,Tanya Hutcheon,Retail,Mid-Market,Prospecting,494419,12,10/2/2025,1/13/2024,Open
260,Deal Gamma,Mita,Bird Humby,Manufacturing,Mid-Market,Prospecting,215610,67,10/25/2025,11/7/2023,Open
261,Deal Gamma,Realbuzz,Gael Hodgets,Healthcare,SMB,Prospecting,165246,11,1/23/2024,2/2/2024,Open
262,Deal Gamma,Zava,Dolly Mooring,Manufacturing,SMB,Proposal,75942,10,2/2/2024,10/28/2023,Open
263,Deal Gamma,Eare,Nadeen Newland,Technology,Mid-Market,Prospecting,8988,69,12/3/2025,2/9/2024,Open
264,Deal Gamma,Buzzbean,Aridatha Lilley,Professional Services,Enterprise,Prospecting,274437,35,9/7/2025,10/25/2024,Open
265,Deal Alpha,Dynabox,Lu Cope,Healthcare,Mid-Market,Negotiation,126215,4,3/15/2024,11/4/2024,Open
266,Deal Beta,Dynava,Annabel Hargroves,Technology,SMB,Proposal,167228,11,2/3/2024,10/1/2024,Open
267,Deal Alpha,Oba,Maximilian Strutley,Healthcare,Mid-Market,Negotiation,314715,66,9/18/2025,7/4/2023,Open
268,Deal Gamma,Jabbertype,Loleta Eakley,Retail,Mid-Market,Qualification,325821,27,6/19/2025,1/12/2024,Open
269,Deal Beta,Quimba,Gilberta Fieldstone,Retail,Enterprise,Negotiation,460527,57,11/13/2024,9/19/2024,Open
270,Deal Gamma,Youbridge,Randi Pogosian,Technology,SMB,Demo,259008,75,8/13/2024,12/25/2024,Open
271,Deal Alpha,Kwimbee,Aubree Reynard,Financial Services,Mid-Market,Negotiation,55252,77,1/8/2025,9/18/2023,Open
272,Deal Gamma,Wikivu,Bidget Tomasik,Technology,Enterprise,Prospecting,61619,34,6/27/2024,10/4/2024,Open
273,Deal Alpha,Bubbletube,Bianka Billyeald,Healthcare,SMB,Demo,196918,89,11/4/2024,4/20/2024,Open
274,Deal Delta,Skalith,Allsun Laurent,Technology,Enterprise,Qualification,134223,40,4/15/2024,10/29/2024,Open
275,Deal Alpha,Photofeed,Ethelda Loads,Retail,Enterprise,Prospecting,95357,36,10/25/2024,5/5/2024,Open
276,Deal Beta,Feedfire,Quintana Dudenie,Technology,SMB,Prospecting,442846,20,2/12/2024,7/27/2024,Open
277,Deal Alpha,Oyope,Enrico Daffey,Professional Services,Mid-Market,Prospecting,388751,7,10/25/2024,12/1/2024,Open
278,Deal Delta,Mynte,Devina Teresia,Financial Services,Enterprise,Demo,414433,35,8/30/2024,2/6/2024,Open
279,Deal Beta,Ailane,Claretta Rodenhurst,Retail,SMB,Prospecting,295544,60,2/12/2025,9/13/2024,Open
280,Deal Gamma,Blognation,Denny Batcheldor,Healthcare,SMB,Demo,406428,67,2/3/2025,5/25/2024,Open
281,Deal Beta,Jayo,Tracee Featley,Healthcare,Enterprise,Demo,245288,51,1/28/2024,4/7/2024,Open
282,Deal Alpha,Flipopia,Rhona Snowsill,Financial Services,Enterprise,Demo,201765,56,9/5/2024,10/4/2024,Open
283,Deal Beta,Topicstorm,Nanny Megarrell,Retail,Mid-Market,Closed Lost,209804,60,4/3/2024,7/9/2023,Lost
284,Deal Delta,Voonte,Tore Borrel,Professional Services,Enterprise,Prospecting,141695,6,2/25/2025,10/14/2023,Open
285,Deal Beta,Jaxworks,Yolanthe Beavers,Retail,Enterprise,Closed Lost,388093,17,4/9/2025,5/10/2024,Lost
286,Deal Delta,Photospace,Amie Surby,Professional Services,SMB,Qualification,180494,85,7/14/2024,8/28/2024,Open
287,Deal Beta,Shuffledrive,Tiffie Topham,Retail,Enterprise,Demo,496155,55,6/30/2025,12/21/2023,Open
288,Deal Delta,Latz,Shell Ancell,Manufacturing,Mid-Market,Closed Lost,235953,69,9/16/2024,6/9/2024,Lost
289,Deal Beta,Kamba,Joel Vernham,Professional Services,Enterprise,Demo,129800,54,6/26/2025,8/5/2023,Open
290,Deal Beta,Gigabox,Elnora Burleton,Healthcare,Mid-Market,Prospecting,247016,41,5/26/2025,11/15/2023,Open
291,Deal Beta,Jaxworks,Eddi Woodage,Technology,Enterprise,Prospecting,205604,76,5/4/2024,11/4/2023,Open
292,Deal Gamma,Tagopia,Rosaline Wixon,Technology,SMB,Prospecting,389623,29,6/12/2024,6/19/2023,Open
293,Deal Delta,Leenti,Leland Ellissen,Retail,Enterprise,Prospecting,155684,80,6/20/2024,6/3/2023,Open
294,Deal Beta,Twitterlist,Morse Packer,Manufacturing,SMB,Qualification,159799,33,1/26/2025,11/18/2023,Open
295,Deal Alpha,Jatri,Fletch Smorthit,Healthcare,SMB,Qualification,239879,68,9/18/2025,8/29/2024,Open
296,Deal Gamma,Einti,Blythe Stokey,Technology,SMB,Qualification,125829,57,5/29/2024,7/19/2023,Open
297,Deal Gamma,Zoomdog,Carce Raffels,Manufacturing,Mid-Market,Qualification,388089,57,2/26/2025,2/2/2024,Open
298,Deal Beta,Feedbug,Kai Fullbrook,Healthcare,Mid-Market,Closed Lost,148147,59,8/22/2025,11/22/2024,Lost
299,Deal Delta,Fiveclub,Merry Gariff,Financial Services,SMB,Proposal,343492,9,11/15/2024,11/3/2023,Open
300,Deal Gamma,Dynabox,Marti Doerffer,Financial Services,Mid-Market,Qualification,68872,11,4/12/2024,11/14/2023,Open
301,Deal Delta,Zoomdog,Barth Akister,Technology,Mid-Market,Qualification,464517,58,9/15/2025,9/10/2024,Open
302,Deal Delta,Flashdog,Kristian Martine,Manufacturing,Mid-Market,Prospecting,65093,1,7/20/2025,7/15/2024,Open
303,Deal Delta,Twinte,Lynn Moggie,Healthcare,Enterprise,Qualification,38794,16,11/16/2025,10/27/2023,Open
304,Deal Beta,Viva,Aleta Nyssens,Healthcare,Mid-Market,Closed Lost,272519,87,12/25/2025,9/26/2023,Lost
305,Deal Gamma,Nlounge,Allyn Jenyns,Healthcare,Mid-Market,Qualification,204058,34,10/23/2025,1/28/2024,Open
306,Deal Delta,Bubbletube,Bren Fache,Professional Services,Mid-Market,Prospecting,463099,37,8/2/2025,6/25/2023,Open
307,Deal Gamma,Voonder,Gonzalo Wickenden,Retail,Enterprise,Prospecting,395989,33,1/30/2025,5/21/2024,Open
308,Deal Delta,Skinder,Kerrin Terzi,Retail,Mid-Market,Prospecting,352439,57,2/2/2024,9/28/2024,Open
309,Deal Alpha,Mydeo,Blinny Romera,Technology,Enterprise,Demo,275305,87,1/21/2025,1/27/2024,Open
310,Deal Delta,Katz,Ephrem Riby,Financial Services,Enterprise,Closed Lost,334297,81,1/28/2024,6/17/2024,Lost
311,Deal Alpha,Thoughtstorm,Queenie Gready,Manufacturing,Enterprise,Demo,196783,20,8/13/2024,11/29/2023,Open
312,Deal Delta,Realpoint,Erek Engledow,Healthcare,SMB,Prospecting,161084,85,6/15/2024,7/20/2024,Open
313,Deal Beta,Realcube,Sadye Whisker,Financial Services,Enterprise,Prospecting,65285,83,3/20/2025,8/24/2024,Open
314,Deal Gamma,Thoughtstorm,Berton Beames,Manufacturing,Mid-Market,Proposal,251008,57,12/24/2024,6/30/2024,Open
315,Deal Beta,Gabcube,Kleon Mahoney,Financial Services,Enterprise,Prospecting,437667,22,4/15/2025,10/4/2023,Open
316,Deal Gamma,Abatz,Shermie Prothero,Financial Services,Mid-Market,Closed Won,463663,21,11/5/2025,12/5/2023,Won
317,Deal Alpha,Blogtags,Cristine Dreher,Financial Services,SMB,Proposal,277669,73,1/15/2025,10/1/2023,Open
318,Deal Alpha,Twitterwire,Harli Aleksashin,Technology,SMB,Qualification,186191,42,7/22/2024,8/9/2024,Open
319,Deal Delta,Aimbu,Tony Popelay,Technology,Mid-Market,Qualification,362750,8,3/27/2024,1/26/2024,Open
320,Deal Alpha,Kimia,Alyson Mullaly,Retail,Mid-Market,Prospecting,471153,69,2/21/2024,8/17/2023,Open
321,Deal Alpha,Rhynyx,Rodrigo Vynehall,Healthcare,SMB,Prospecting,169954,70,8/24/2025,8/21/2024,Open
322,Deal Gamma,Eire,Isidro Heineke,Healthcare,Enterprise,Prospecting,341792,55,5/18/2025,10/22/2023,Open
323,Deal Gamma,Skaboo,Suzanne Cockaday,Technology,Enterprise,Qualification,112883,11,9/15/2025,12/10/2024,Open
324,Deal Beta,Midel,Nicola Nicolson,Financial Services,Mid-Market,Proposal,366477,3,10/23/2024,10/2/2023,Open
325,Deal Beta,Dynava,Emmeline Delion,Manufacturing,SMB,Qualification,291489,3,9/9/2024,11/9/2024,Open
326,Deal Delta,Vidoo,Jobye Fossick,Professional Services,Mid-Market,Prospecting,491072,39,12/4/2025,6/13/2024,Open
327,Deal Beta,Blogtags,Trish Kinnoch,Healthcare,SMB,Prospecting,167249,19,3/24/2024,2/25/2024,Open
328,Deal Alpha,Meezzy,Amble Pocke,Financial Services,SMB,Qualification,19141,64,1/6/2024,8/22/2024,Open
329,Deal Gamma,Roomm,Aeriela Attyeo,Financial Services,Mid-Market,Closed Lost,299769,19,9/29/2024,1/17/2024,Lost
330,Deal Alpha,Realcube,Miguela Sheber,Financial Services,SMB,Qualification,401248,66,4/7/2024,1/25/2024,Open
331,Deal Delta,Tagpad,Rubia Silwood,Financial Services,Enterprise,Negotiation,265817,46,10/7/2025,11/4/2023,Open
332,Deal Beta,Kazu,Birdie Bolan,Healthcare,Enterprise,Qualification,118020,74,12/7/2025,7/23/2024,Open
333,Deal Gamma,Teklist,Tiffie Scolli,Healthcare,Mid-Market,Prospecting,218417,52,10/13/2025,8/30/2023,Open
334,Deal Gamma,Gabtune,Allie Gile,Financial Services,Mid-Market,Demo,94981,81,4/16/2024,4/24/2024,Open
335,Deal Alpha,Jaxspan,Stacee Squelch,Retail,Enterprise,Demo,108551,85,8/25/2024,12/3/2024,Open
336,Deal Alpha,Meevee,Geri Cornier,Technology,Enterprise,Qualification,341758,84,5/3/2024,8/1/2023,Open
337,Deal Delta,Livetube,Letty Trodd,Manufacturing,Mid-Market,Proposal,115479,63,2/9/2024,12/16/2024,Open
338,Deal Beta,Shufflester,Dorrie Waywell,Technology,Enterprise,Prospecting,314635,64,1/27/2024,7/21/2024,Open
339,Deal Delta,Twitterlist,Lurlene Ginie,Manufacturing,Enterprise,Prospecting,27525,89,5/24/2024,1/8/2024,Open
340,Deal Delta,Quinu,Nobie Aaron,Manufacturing,Mid-Market,Prospecting,472550,61,3/28/2024,4/18/2024,Open
341,Deal Gamma,Brainverse,Filbert Baddam,Financial Services,Enterprise,Qualification,305874,49,2/2/2024,11/18/2023,Open
342,Deal Delta,Gevee,Bard Ungaretti,Healthcare,Mid-Market,Qualification,302275,3,12/1/2024,6/13/2023,Open
343,Deal Beta,Skimia,Myrah Flather,Technology,SMB,Prospecting,359958,40,7/29/2024,8/8/2023,Open
344,Deal Beta,Vimbo,Annamarie Castillon,Financial Services,SMB,Prospecting,427132,57,7/10/2025,10/26/2023,Open
345,Deal Beta,Brainlounge,Merrily Mannooch,Retail,SMB,Qualification,251361,60,12/28/2024,6/13/2023,Open
346,Deal Alpha,Innotype,Leisha Wyrall,Healthcare,Mid-Market,Proposal,14579,70,5/29/2025,1/23/2024,Open
347,Deal Delta,Linkbridge,Edith Braunston,Healthcare,SMB,Prospecting,108321,80,10/21/2024,3/10/2024,Open
348,Deal Beta,Zazio,Milissent Lamar,Technology,SMB,Proposal,458457,7,2/26/2025,10/29/2024,Open
349,Deal Gamma,Thoughtstorm,Suzie Szymanski,Technology,SMB,Negotiation,462070,2,8/23/2024,5/4/2024,Open
350,Deal Beta,Jazzy,Filippo Tuxill,Professional Services,SMB,Prospecting,349611,26,9/6/2025,5/1/2024,Open
351,Deal Gamma,Yakidoo,Marji Verna,Technology,SMB,Closed Lost,317491,75,2/12/2024,3/26/2024,Lost
352,Deal Delta,Mita,Yance Rosenfield,Retail,SMB,Qualification,384396,29,6/13/2025,8/20/2024,Open
353,Deal Gamma,Youfeed,Adelaida Grieg,Professional Services,Mid-Market,Qualification,247506,20,7/17/2025,3/31/2024,Open
354,Deal Gamma,Tagpad,Delores Belfelt,Manufacturing,SMB,Qualification,430286,87,12/24/2025,3/5/2024,Open
355,Deal Delta,Feedfish,Brett Juszkiewicz,Professional Services,Enterprise,Prospecting,315250,30,11/3/2025,9/21/2023,Open
356,Deal Delta,Latz,Katinka Saxon,Technology,SMB,Closed Lost,67957,55,8/14/2025,2/25/2024,Lost
357,Deal Delta,Jabbertype,Ebonee Piel,Retail,Mid-Market,Closed Lost,354908,45,2/1/2024,4/16/2024,Lost
358,Deal Beta,Fliptune,Karlis Macourek,Manufacturing,SMB,Qualification,368299,83,6/1/2024,11/7/2023,Open
359,Deal Gamma,Eabox,Ingaborg Cesaric,Retail,SMB,Proposal,72974,21,10/16/2025,12/28/2023,Open
360,Deal Gamma,Camido,Warde McSwan,Professional Services,Enterprise,Negotiation,295393,59,12/16/2024,1/9/2024,Open
361,Deal Delta,Quire,Dasya Pallaske,Technology,Mid-Market,Closed Won,264816,53,11/25/2025,6/28/2024,Won
362,Deal Delta,Skyble,Brade Downgate,Retail,Enterprise,Demo,365993,12,7/9/2024,11/6/2023,Open
363,Deal Beta,Feedbug,Stearn Millmore,Manufacturing,Enterprise,Proposal,394999,14,11/26/2025,8/3/2023,Open
364,Deal Beta,Twitterlist,Petrina Becaris,Manufacturing,Enterprise,Qualification,126802,79,1/26/2025,7/6/2024,Open
365,Deal Gamma,Divavu,Jayme Whiley,Financial Services,Mid-Market,Closed Lost,7176,86,11/8/2024,6/28/2023,Lost
366,Deal Delta,Skimia,Curr Boswood,Retail,Mid-Market,Qualification,310174,80,10/18/2024,10/11/2024,Open
367,Deal Alpha,Lazzy,Vittorio Bruford,Retail,Enterprise,Demo,202496,78,2/5/2025,10/26/2023,Open
368,Deal Alpha,Linklinks,Odella Pickavance,Professional Services,Mid-Market,Prospecting,200924,53,9/10/2024,10/14/2023,Open
369,Deal Beta,Jamia,Kate Elsdon,Retail,Mid-Market,Prospecting,424612,22,6/26/2025,2/7/2024,Open
370,Deal Alpha,Tekfly,Farris Gandy,Technology,Enterprise,Proposal,26699,16,10/13/2025,12/8/2023,Open
371,Deal Delta,Yata,Web Blaber,Manufacturing,Mid-Market,Closed Lost,417239,20,6/3/2025,12/11/2024,Lost
372,Deal Delta,Jaloo,Becki Brandon,Professional Services,Mid-Market,Closed Won,432411,82,7/7/2025,2/20/2024,Won
373,Deal Beta,Eare,Esra Hunn,Technology,Enterprise,Demo,434335,84,1/30/2025,12/11/2023,Open
374,Deal Alpha,Kwideo,Harlin Josowitz,Technology,Enterprise,Negotiation,22591,44,10/2/2025,6/18/2023,Open
375,Deal Alpha,Yozio,Lexi O'Mullally,Healthcare,SMB,Qualification,22361,61,11/3/2025,1/9/2024,Open
376,Deal Alpha,Feednation,Chancey Fromant,Retail,SMB,Qualification,207750,23,11/7/2024,6/2/2023,Open
377,Deal Gamma,Kare,Rosetta Heiner,Healthcare,Enterprise,Proposal,357574,32,8/31/2024,1/3/2024,Open
378,Deal Delta,Realblab,Jannelle Tebbut,Financial Services,SMB,Negotiation,35254,32,12/4/2025,9/21/2024,Open
379,Deal Beta,BlogXS,Hulda Solan,Manufacturing,Enterprise,Negotiation,87102,31,10/23/2024,8/22/2023,Open
380,Deal Beta,Yodoo,Paddy Petrollo,Healthcare,SMB,Prospecting,184657,83,2/17/2024,9/15/2024,Open
381,Deal Gamma,Gabtype,Addy Scardafield,Professional Services,Mid-Market,Qualification,186165,56,7/31/2025,8/1/2024,Open
382,Deal Alpha,Pixope,Lorenzo Dimock,Retail,Enterprise,Proposal,17703,21,5/11/2025,7/4/2023,Open
383,Deal Delta,Cogilith,Godfrey Whetnall,Technology,Mid-Market,Prospecting,282883,90,4/5/2024,1/5/2024,Open
384,Deal Alpha,Oodoo,Tabbie Rosencrantz,Financial Services,Enterprise,Negotiation,296649,80,4/24/2025,3/27/2024,Open
385,Deal Gamma,Jaxspan,Gregor Zavattari,Manufacturing,Enterprise,Demo,415801,17,9/28/2024,7/17/2024,Open
386,Deal Alpha,Meevee,Annalise Leyban,Financial Services,Mid-Market,Prospecting,445636,89,8/19/2024,12/12/2023,Open
387,Deal Beta,Layo,Harriot Le Pine,Financial Services,SMB,Closed Won,139725,88,1/30/2024,11/15/2024,Won
388,Deal Beta,Lazz,Annetta Simon,Manufacturing,Mid-Market,Demo,38030,5,11/24/2024,8/13/2023,Open
389,Deal Beta,Dabfeed,Mikel Gritskov,Retail,Mid-Market,Prospecting,91196,3,5/28/2025,8/6/2024,Open
390,Deal Gamma,Blogpad,Konstanze Hanhard,Healthcare,Mid-Market,Closed Won,339833,57,12/8/2024,9/16/2024,Won
391,Deal Delta,Twinder,Raine Hilary,Manufacturing,SMB,Prospecting,135864,31,6/26/2025,4/20/2024,Open
392,Deal Delta,Twitterbeat,Galvin Rayhill,Manufacturing,Mid-Market,Qualification,152267,19,1/29/2024,7/18/2024,Open
393,Deal Beta,Fivebridge,Dorine Tibald,Professional Services,Enterprise,Negotiation,21186,17,6/13/2025,8/1/2023,Open
394,Deal Alpha,Zoonoodle,Marge McKeachie,Financial Services,SMB,Prospecting,459026,15,6/10/2024,9/22/2023,Open
395,Deal Alpha,Brightdog,Caldwell Joll,Healthcare,Mid-Market,Qualification,243616,10,5/25/2025,7/9/2023,Open
396,Deal Delta,Skippad,Annemarie Blaine,Professional Services,SMB,Prospecting,371236,1,10/5/2025,11/4/2024,Open
397,Deal Alpha,Quamba,Modestia Speller,Manufacturing,SMB,Prospecting,222935,83,5/19/2025,1/1/2024,Open
398,Deal Alpha,Photobean,Huberto Beaushaw,Financial Services,Mid-Market,Demo,269334,4,10/12/2024,10/25/2023,Open
399,Deal Gamma,Blogtags,Sadye Shankster,Financial Services,Mid-Market,Demo,488251,81,6/28/2024,10/10/2023,Open
400,Deal Gamma,Topicstorm,Eirena Woloschin,Retail,Mid-Market,Demo,280348,8,1/19/2024,1/20/2024,Open
401,Deal Alpha,Dabfeed,Abra Melbourne,Healthcare,Mid-Market,Negotiation,186353,57,3/18/2024,11/3/2023,Open
402,Deal Beta,Topicstorm,Siana Silby,Healthcare,Enterprise,Prospecting,108018,15,7/10/2025,5/27/2024,Open
403,Deal Delta,Edgewire,Stearn Bosomworth,Manufacturing,Mid-Market,Demo,423420,33,3/22/2024,10/24/2024,Open
404,Deal Gamma,Buzzster,Rockey Murt,Technology,Mid-Market,Demo,393264,13,11/9/2025,5/6/2024,Open
405,Deal Alpha,Zoonder,Ambros Mulcaster,Manufacturing,SMB,Prospecting,380693,81,4/15/2024,6/16/2024,Open
406,Deal Beta,Bubblemix,Wallie Healeas,Professional Services,Mid-Market,Negotiation,259291,36,4/19/2024,8/14/2024,Open
407,Deal Gamma,Zoozzy,Sven Basham,Healthcare,SMB,Prospecting,98107,28,2/3/2024,1/11/2024,Open
408,Deal Delta,Blogpad,Melicent Drews,Professional Services,Enterprise,Proposal,148310,8,5/26/2024,1/26/2024,Open
409,Deal Gamma,Meetz,Jaclin Dugget,Manufacturing,Enterprise,Prospecting,249977,74,6/1/2025,8/28/2023,Open
410,Deal Beta,Dabfeed,Merle Sprules,Manufacturing,Enterprise,Demo,439740,55,1/4/2024,2/23/2024,Open
411,Deal Delta,Blogspan,Sydelle Scarff,Healthcare,Enterprise,Qualification,409582,33,1/13/2025,2/2/2024,Open
412,Deal Delta,Voolia,Davida Imms,Manufacturing,Mid-Market,Prospecting,422237,79,11/2/2024,9/4/2023,Open
413,Deal Delta,Photobean,Veda Sayburn,Technology,SMB,Demo,464531,26,12/17/2025,12/2/2023,Open
414,Deal Delta,Linktype,Kimbra Toombes,Professional Services,Enterprise,Qualification,6805,75,4/20/2025,8/11/2023,Open
415,Deal Delta,Dynazzy,Annmarie Rubinivitz,Healthcare,Enterprise,Closed Lost,495723,20,2/26/2024,10/31/2023,Lost
416,Deal Beta,Oyonder,Dulcie Cumo,Healthcare,Enterprise,Proposal,301347,81,7/18/2025,2/27/2024,Open
417,Deal Delta,Eazzy,Eddy Tythe,Technology,Enterprise,Demo,289663,57,8/11/2025,7/24/2023,Open
418,Deal Delta,Zava,Erin Juzek,Manufacturing,SMB,Negotiation,475368,43,6/7/2024,10/3/2023,Open
419,Deal Delta,Yabox,Rita Baldassi,Manufacturing,SMB,Demo,287525,2,7/31/2025,11/20/2024,Open
420,Deal Gamma,Riffpath,Vincents Amery,Professional Services,Enterprise,Qualification,198024,14,1/7/2025,7/22/2023,Open
421,Deal Beta,Gabspot,Mathian Michelle,Retail,SMB,Closed Won,37796,39,5/8/2024,6/29/2023,Won
422,Deal Gamma,Dynava,Katy Ranscome,Technology,Enterprise,Prospecting,259654,4,3/9/2024,12/2/2023,Open
423,Deal Delta,Zoomcast,Ardelis Melding,Financial Services,Mid-Market,Demo,281959,51,5/15/2024,8/14/2023,Open
424,Deal Alpha,Skinte,Major Caldecott,Financial Services,Mid-Market,Qualification,130179,24,6/23/2024,11/22/2024,Open
425,Deal Beta,Jetwire,Polly Voas,Professional Services,SMB,Prospecting,434709,36,2/24/2025,9/1/2024,Open
426,Deal Alpha,Eire,Haskell Perott,Financial Services,Enterprise,Qualification,220495,55,12/2/2025,9/7/2023,Open
427,Deal Alpha,Vipe,Cello Lozano,Technology,Enterprise,Demo,10850,72,6/26/2024,8/31/2024,Open
428,Deal Delta,Divanoodle,Ive Skirrow,Technology,Enterprise,Negotiation,131315,16,2/9/2025,3/13/2024,Open
429,Deal Beta,Buzzdog,Josepha Knightsbridge,Technology,Enterprise,Demo,155156,27,5/29/2024,10/24/2023,Open
430,Deal Alpha,Trilia,Cristabel Cromer,Professional Services,Enterprise,Negotiation,379270,40,8/27/2024,3/31/2024,Open
431,Deal Beta,Fivechat,Vincenz Pedlow,Technology,Mid-Market,Proposal,499517,65,3/18/2025,5/20/2024,Open
432,Deal Beta,Chatterbridge,Lebbie Lovett,Retail,Enterprise,Negotiation,232244,26,4/7/2025,11/25/2024,Open
433,Deal Beta,Camido,Jenine Fowlds,Healthcare,SMB,Qualification,387900,6,12/27/2025,11/24/2024,Open
434,Deal Beta,Demizz,Lammond Fontes,Retail,Enterprise,Closed Won,232062,5,2/9/2025,9/1/2023,Won
435,Deal Delta,Kwilith,Clayson Tofano,Financial Services,Enterprise,Demo,175171,77,5/8/2024,10/28/2023,Open
436,Deal Delta,Fiveclub,Deanne Duckworth,Manufacturing,Mid-Market,Prospecting,392539,53,10/13/2024,5/28/2024,Open
437,Deal Alpha,Flashpoint,Alvan Jendrich,Manufacturing,SMB,Qualification,223600,49,7/10/2024,2/26/2024,Open
438,Deal Delta,Devify,Pattin Monksfield,Manufacturing,SMB,Prospecting,471433,39,7/29/2025,11/5/2024,Open
439,Deal Alpha,Cogibox,Haze Permain,Professional Services,Mid-Market,Qualification,201264,25,5/31/2025,12/12/2024,Open
